date_collection,amount_news_name,com_title_list,amount_news_ceo,ceo_title_list,alpha_news_amount,news_sentiment_mean,date_global_quote,open,high,low,close,volume,date_federal_funds_rate,federal_funds_rate,date_currency_exchange_rate,currency_exchange_rate,date_cpi,cpi,date_inflation,inflation,date_unenployment,unemployment,date_gdp,real_gdp,date_retail_sales,retail_sales,market_capitalization,ebitda,pe_ratio,peg_ratio,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,week_high_52,week_low_52,day_moving_average_50,day_moving_average_200,shares_outstanding,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,fiscalDateEnding.1,reportedCurrency.1,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda.1,netIncome,sentiment_name,sentiment_ceo
20231123,0,0,0,0,3,0.223516,2023-11-22,616.63,624.38,614.0101,619.72,2064968,2023-11-21,5.33,2023-11-24 10:11:02,149.589,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-07-01,5633.594,2023-10-01,608839.0,282158498000,1862000000,55.88,1.481,0.0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.09,0.26,0.103,563.26,55.88,22.22,8.89,10.99,9.13,22.68,1.324,624.38,318.6,547.21,460.48,455300000,2023-09-01,USD,29090000000,10410000000,,1850000000,19847000000,2036000000,,15134000000,2334000000,12800000000,915000000,,915000000,13314000000,8334000000,314000000,10963000000,0,74000000.0,1347000000,463000000.0,3633000000,,,3633000000,2571000000.0,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,,-27000000,,27000000,,67000000,,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000,0.0,0.0
20231125,1,"['“黑色星期五”开启美国假期购物季 购物者今年谨慎又挑剔', '“黑色星期五”的销售情况显示，美国消费者正在捂紧钱包，坐等更大的折扣力度，这意味着零售商正迎来沉闷的假期购物季，明年年初公布的财报可能也会乏善可陈。消费者今年的花钱速度与过去几年不同，彼时假期消费的特点是疫情过后的大肆挥霍。\r\n\n虽然周五实体店销售的预估数据还得等一段时间才能出来，但Salesforce Inc．预计11月和12月美国线上销售将同比增长1%，这将是至少五年来的最低增速。这家软件公司表示，感恩节的销售额与上述数字一致，周五的销售似有加快。一些购物者表示，周五的折扣难以打动人心，可能会坚持到零售商提供…']",0,0,4,0.140199,2023-11-24,616.26,619.44,613.6,619.43,942673,2023-11-23,5.33,2023-11-26 10:11:01,149.396,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-07-01,5633.594,2023-10-01,608839.0,282026476000,1862000000,55.55,1.481,0.0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.15,0.26,0.103,616.54,55.55,22.22,8.89,10.99,9.13,22.68,1.324,624.38,318.6,548.53,461.66,455300000,2023-09-01,USD,29090000000,10410000000,,1850000000,19847000000,2036000000,,15134000000,2334000000,12800000000,915000000,,915000000,13314000000,8334000000,314000000,10963000000,0,74000000.0,1347000000,463000000.0,3633000000,,,3633000000,2571000000.0,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,,-27000000,,27000000,,67000000,,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000,0.0,0.0
20240101,0,0,0,0,1,0.210577,2023-12-29,596.09,600.75,592.94,596.6,1890231,2023-12-28,5.33,2024-01-02 10:11:01,141.606,2023-11-01,307.051,2022-01-01,8.00279982052121,2023-11-01,3.7,2023-07-01,5642.697,2023-11-01,625140.0,271631974000,1862000000,50.52,2.218,0.0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,648.57,50.52,33.22,14.0,16.44,13.8,34.41,1.335,633.89,318.6,587.14,494.05,455300000,2023-09-01,USD,29090000000,10410000000,,1850000000,19847000000,2036000000,,15134000000,2334000000,12800000000,915000000,,915000000,13314000000,8334000000,314000000,10963000000,0,74000000.0,1347000000,463000000.0,3633000000,,,3633000000,2571000000.0,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,,-27000000,,27000000,,67000000,,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000,0.0,0.0
20231217,8,"['Adobe Inc. (NASDAQ:ADBE) Position Trimmed by IMPACTfolio LLC', 'IMPACTfolio LLC reduced its holdings in Adobe Inc. (NASDAQ:ADBE – Free Report) by 15.5% during the third quarter, according to the company in its most recent filing with the SEC. The fund owned 518 shares of the software company’s stock after selling 95 share…', 'ADOBE ALERT: Bragar Eagel & Squire, P.C. Reminds Investors that a Class Action Lawsuit Has Been Filed Against Adobe Inc. and Encourages Investors to Contact the Firm', 'NEW YORK, Dec. 16, 2023 (GLOBE NEWSWIRE) -- Bragar Eagel & Squire, P.C., a nationally recognized stockholder rights law firm, reminds investors that a class action lawsuit has been filed against Adobe Inc. (“Adobe” or the “Company”) (NASDAQ: ADBE) in the Unit…', 'Adobe Inc. (NASDAQ:ADBE) Holdings Boosted by Revolve Wealth Partners LLC', 'Revolve Wealth Partners LLC boosted its position in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 3.8% during the 3rd quarter, according to the company in its most recent filing with the SEC. The institutional investor owned 1,263 shares of the software…', 'TruWealth Advisors LLC Grows Position in Adobe Inc. (NASDAQ:ADBE)', 'TruWealth Advisors LLC raised its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 11.0% in the third quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The institutional investor owned 687 shares o…', 'Procyon Advisors LLC Boosts Stock Holdings in Adobe Inc. (NASDAQ:ADBE)', 'Procyon Advisors LLC raised its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 51.3% during the third quarter, according to its most recent filing with the SEC. The firm owned 6,362 shares of the software company’s stock after purchasing an a…', '403 Shares in Adobe Inc. (NASDAQ:ADBE) Acquired by Parisi Gray Wealth Management', 'Parisi Gray Wealth Management bought a new position in Adobe Inc. (NASDAQ:ADBE – Free Report) during the 3rd quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The firm bought 403 shares of the software co…', 'Adobe Inc. (NASDAQ:ADBE) Shares Acquired by Perpetual Ltd', 'Perpetual Ltd raised its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 47.9% during the third quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The institutional investor owned 355,9…', 'Halpern Financial Inc. Boosts Position in Adobe Inc. (NASDAQ:ADBE)', 'Halpern Financial Inc. grew its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 314.3% in the third quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The fund owned 58 shares of the so…']",0,0,3,0.0935693333333333,2023-12-15,580.6,591.66,578.2,584.68,8666491,2023-12-14,5.33,2023-12-18 10:11:01,142.572,2023-11-01,307.051,2022-01-01,8.00279982052117,2023-11-01,3.7,2023-07-01,5640.366,2023-11-01,625140.0,266204807000,1862000000,49.51,2.181,0.0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,638.62,49.51,32.68,13.72,16.11,13.52,33.71,1.335,633.89,318.6,577.75,482.33,455300000,2023-09-01,USD,29090000000,10410000000,,1850000000,19847000000,2036000000,,15134000000,2334000000,12800000000,915000000,,915000000,13314000000,8334000000,314000000,10963000000,0,74000000.0,1347000000,463000000.0,3633000000,,,3633000000,2571000000.0,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,,-27000000,,27000000,,67000000,,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000,0.0,0.0
20231107,10,"['Sepio Capital LP Acquires 1,036 Shares of Adobe Inc. (NASDAQ:ADBE)', 'Sepio Capital LP raised its holdings in Adobe Inc. (NASDAQ:ADBE – Free Report) by 11.5% during the 2nd quarter, according to its most recent filing with the Securities & Exchange Commission. The fund owned 10,006 shares of the software company’s stock after a…', 'Adobe Inc. (NASDAQ:ADBE) Shares Sold by Harvest Volatility Management LLC', 'Harvest Volatility Management LLC lessened its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 14.1% during the second quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 14,114 sh…', '純祿礇丹禺禳膠潟ヲｃ腟雁胸 (NHK, 11/7) 」若若ッ ...', '<ul> <li> 純祿礇丹禺禳膠潟ヲｃ腟雁胸 (NHK, 11/7) \r\n 」若若ッ篋冴障ユ羈査≪⒢ォ㍼#ｆ膃1＜活莟≦с \r\n <li> 純祿礇断肴㍾嘘WeWork句膓祉遵吾綵演ユ羈査茹ｃ肴； (鴻, 11/7) \r\n <li> 膠喝11ヤ鐚eWork Inc. 茵ゃ/ Regarding Recent Report on WeWork Inc. (WeWork Japan, 11/7) \r\n 茫膠喝潟ォ莟＜сユ活莟≦с上40ケ幻倶キ障活腓障＜筝ｃ若吾綵演障ユ遵鴻蕭腓冴篁倶キ膓鴻篋絲秕 \r\n <li> 絖③臂…', 'Mesencephalic trigeminal nucleus neurons with collaterals to both eyelid and masseter muscles shown by fluorescent double-labeling, revealing a potential mechanism for Marcus Gunn Syndrome', 'Poking palpebral conjunctiva evoked upper-eyelid retraction during ophthalmic surgery. Iatrogenic eyelid ptosis occurred if eyelid branch of lachrymal nerve was sectioned. Mesencephalic trigeminal nucleus (Vme) neurons were labeled when tracer injected into l…', 'Here are the top three performing S&P 500 stocks in last 30 years', 'Throughout history, the stock market has endured its fair share of turbulence and uncertainty. Yet, despite facing occasional bumps on … Continued\nThe post Here are the top three performing S&P 500 stocks in last 30 years appeared first on Finbold.', 'MediaValet Changes Date for Third Quarter 2023 Financial Results Video Conference Call', ""(marketscreener.com) MediaValet Inc. , a leading provider of enterprise digital asset management and creative operations software, today announced that the Company's management have decided to revise the third quarter 2023 reporting date to Tuesday, November …"", ""The World's Top 10 CXOs of 2023: Forbes' Picks for Outstanding Leadership"", ""Exceptional CXOs are the driving force behind a company's ability to provide outstanding customer experiences and remain competitive in today's dynamic business environment. Forbes' list of the top 10 CXOs of 2023 showcases leaders who have not only adapted t…"", 'ADOBE INC. (NASDAQ: ADBE) DEADLINE ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Adobe Inc.', 'DEADLINE ALERT: Bernstein Liebhard LLP Reminds Adobe Inc. Investors of Upcoming Deadline ......', 'ADOBE ALERT: Bragar Eagel & Squire, P.C. Reminds Investors that a Class Action Lawsuit Has Been Filed Against Adobe Inc. and Encourages Investors to Contact the Firm', 'NEW YORK, Nov. 06, 2023 (GLOBE NEWSWIRE) -- Bragar Eagel & Squire, P.C., a nationally recognized stockholder rights law firm, reminds investors that a class action lawsuit has been filed against Adobe Inc. (“Adobe” or the “Company”) (NASDAQ: ADBE) in the Unit…', 'ROSEN, RECOGNIZED INVESTOR COUNSEL, Encourages Adobe Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action – ADBE', 'NEW YORK, Nov. 06, 2023 (GLOBE NEWSWIRE) -- WHY: Rosen Law Firm, a global investor rights law firm, announces the filing of a class action lawsuit on behalf of purchasers of common stock of Adobe Inc. (NASDAQ: ADBE) between July 23, 2021 and September 15, 202…']",2,"['Adobe CEO on Leadership, Innovation, and the Future of Technology | Stanford GSB #bigIdeas', 'Adobe CEO on Leadership, Innovation, and the Future of Technology | Stanford GSB In a thought-provoking dialogue, Shantanu Narayen, Chairman and CEO of Adobe, discusses his leadership journey, the value…\nThe post Adobe CEO on Leadership, Innovation, and the F…', ""The World's Top 10 CXOs of 2023: Forbes' Picks for Outstanding Leadership"", ""Exceptional CXOs are the driving force behind a company's ability to provide outstanding customer experiences and remain competitive in today's dynamic business environment. Forbes' list of the top 10 CXOs of 2023 showcases leaders who have not only adapted t…""]",11,0.1284465454545454,2023-11-07,568.81,589.0,568.81,585.2,3993621,2023-11-06,5.33,2023-11-08 16:51:01,150.751,2023-09-01,307.789,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-07-01,5633.594,2023-09-01,592660.0,266441572000,1862000000,52.53,1.481,0.0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.14,0.26,0.103,569.7,52.53,22.22,8.89,10.99,9.13,22.68,1.324,589.0,317.87,537.79,448.09,455300000,2023-09-01,USD,29090000000,10410000000,,1850000000,19847000000,2036000000,,15134000000,2334000000,12800000000,915000000,,915000000,13314000000,8334000000,314000000,10963000000,0,74000000.0,1347000000,463000000.0,3633000000,,,3633000000,2571000000.0,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,,-27000000,,27000000,,67000000,,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000,-0.16621298591295877,0.16234172582626344
20240407,1,"['Over 92,000 Internet-facing D-Link NAS devices can be easily hacked', 'A researcher disclosed an arbitrary command injection and hardcoded backdoor issue in multiple end-of-life D-Link NAS models. A researcher who goes online with the moniker ‘Netsecfish’ disclosed a new arbitrary command injection and hardcoded backdoor flaw, t…']",0,0,2,0.1210914999999999,2024-04-05,488.84,490.09,481.28,485.12,4968712,2024-04-04,5.33,2024-04-08 09:11:02,151.897,2024-02-01,310.326,2022-01-01,8.00279982052121,2024-03-01,3.8,2023-10-01,5761.525,2024-02-01,555127.0,217333760000,1079000000,46.33,1.799,,,4.48,43.76,0.241,0.368,0.157,0.324,19936000000,15441000000,10.47,-0.498,0.113,621.87,46.33,26.95,10.95,14.05,10.76,30.0,1.272,638.25,331.89,559.87,553.43,448000000,2024-03-01,USD,28751000000,10008000000,,2057000000,19754000000,1988000000,,14825000000,2022000000,12803000000,566000000,,566000000,13291000000,9537000000,300000000,12220000000,1497000000,,1616000000,451000000.0,2138000000,1497000000.0,,2138000000,,435000000,15460000000,30109000000,33809000000,0,453000000,2024-03-01,USD,4592000000,5182000000,590000000,42000000,907000000,1704000000,939000000,3685000000,,-27000000,,27000000,,70000000,,84000000,968000000,348000000,27000000,620000000,628000000,995000000,1079000000,620000000,-0.8185923099517822,0.0
20240217,2,"['アユダンテ株式会社【弁護士とプロが解説】ポストCookie時代のコンバージョン計測と法務 ～ ファーストパーティデータ活用術 ～', '2024年3月7日(木)14:00～15:30\u3000無料オンラインウェビナー開催[画像1: https://prcdn.freetls.fastly.net/release_image/3047/125/3047-125-527533e4831acc756958321b4e9b3b32-720x377.png?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bounds&bg-color=fff ]2024年3月7日(木)14時より、「...', 'OpenAI, Amazon, Google Sign Pact To Fight AI Abuse In 2024 Elections', 'OpenAI, Amazon.com Inc., Google and 17 other major players in artificial intelligence technology have formed a consortium to try to prevent AI from being used to deceive voters in upcoming global elections.']",0,0,1,0.181379,2024-02-16,589.9,590.1383,546.37,546.66,10328353,2024-02-15,5.33,2024-02-18 10:11:01,150.173,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-10-01,5769.95,2024-01-01,554784.0,247090315000,2162000000,46.29,2.036,,,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,652.57,46.29,30.58,12.73,14.96,12.54,31.26,1.335,638.25,318.6,603.53,530.78,452000000,2023-12-01,USD,29779000000,11084000000,,2224000000,20205000000,2030000000,1731000000.0,14981000000,2176000000,12805000000,701000000,,701000000,13261000000,8251000000,314000000,11900000000,0,73000000.0,1376000000,446000000.0,3634000000,,,3634000000,2027000000.0,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,,-28000000,,28000000,,89000000,,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000,0.0,0.0
20231214,4,"['Adobe had a bang-up 2023, but a tepid 2024 revenue forecast is dinging the stock', 'Adobe Inc.’s plunge into artificial intelligence has mostly paid big dividends this year, but a soft sales outlook punctured the company’s stock Wednesday. Compounding matters, Adobe aid it was being probed by the Federal Trade Commission about its subscripti…', 'Global Customer Experience Management Market Size To Exceed USD 65.95 Billion By 2032 | CAGR of 14.6%', 'The Global Customer Experience Management Market Size was valued at USD 16.85 Billion in 2022 and the Worldwide Customer Experience Management Market Size is expected to reach USD 65.95 Billion by 2032, according to a research report published by Spherical In…', 'Adobe: EPS up by nearly 19% in Q4', '(marketscreener.com) On Wednesday evening, Adobe reported adjusted EPS up 18.6% to $4.27 and adjusted operating profit up 15.8% to $2.34 billion for its fourth accounting quarter, on revenues up 12% to $5.05 billion.On the strength of adjusted EPS of $16.07 a…', 'Adobe’s stock falls on soft guidance and news of FTC investigation', 'Shares of Adobe Inc. were trading almost 5% lower in the after-hours session Wednesday after the company provided soft revenue guidance for its February quarter and fiscal 2024 year. The disappointing forecast came as Adobe said separately it may face signifi…']",6,"['Adobe: EPS up by nearly 19% in Q4', '(marketscreener.com) On Wednesday evening, Adobe reported adjusted EPS up 18.6% to $4.27 and adjusted operating profit up 15.8% to $2.34 billion for its fourth accounting quarter, on revenues up 12% to $5.05 billion.On the strength of adjusted EPS of $16.07 a…', 'FTC正调查Adobe软件订阅取消费用政策问题 可能开出巨额罚单', ""数字创意软件巨头 Adobe 可能面临美国监管机构的巨额罚款。美国联邦贸易委员会目前正在调查 Adobe\n基于订阅的软件套件的取消政策。消费者保护机构正在根据《恢复网上购物者信心法案》（Restore Online Shoppers'\nConfidence Act）对 Adobe 进行审查，该法案是 2023\n年通过的一项新法律，要求企业在消费者注册时明确说明订阅条款，包括任何取消费用。\r\n\n美国联邦贸易委员会最近还提起诉讼，指控亚马逊的政策违反了《恢复网上购物者信心法》。Adobe 在最近向投资者提交的一份 8…"", ""Adobe CEO defends Figma acquisition: 'We think it's an adjacency'"", 'Adobe CEO Shantanu Narayen told CNBC\'s Jim Cramer on Wednesday that his company\'s proposed acquisition of design software firm Figma would benefit customers, even as regulators are scrutinizing the deal on concern that it may hurt competition. ""We want to tak…', ""Adobe CEO defends Figma acquisition: 'We think it's an adjacency'"", ""In a Wednesday interview with CNBC's Jim Cramer, Adobe CEO Shantanu Narayen discussed his company's proposed acquisition of design software firm Figma"", 'FTC probes Adobe for cancellation fees', 'The Federal Trade Commission could force Adobe pay a fine for its notorious cancellation policies that can charge expensive pro-rated cancellation fees. Continue reading at TweakTown >', 'Adobe รายงานผลประกอบการ รายได้โตทำสถิติอีกไตรมาส มองการขึ้นราคาไม่กระทบมาก', 'Adobe รายงานผลประกอบการของไตรมาสที่ 4 ตามปีการเงินบริษัท 2023 สิ้นสุดวันที่ 1 ธันวาคม รายได้เติบโตทำสถิติใหม่อีกไตรมาสที่ 5,048 ล้านดอลลาร์ เพิ่มขึ้น 12% จากช่วงเดียวกันในปีก่อน มีกำไรสุทธิตามบัญชี GAAP 1,483 ล้านดอลลาร์\r\n\nShantanu Narayen ซีอีโอ Adobe ให้ควา…']",22,0.1504839090909091,2023-12-14,593.0,593.16,578.3,584.64,11173250,2023-12-13,5.33,2023-12-15 10:11:02,141.636,2023-11-01,307.051,2022-01-01,8.00279982052117,2023-11-01,3.7,2023-07-01,5640.366,2023-11-01,625140.0,284225569000,1862000000,52.9,2.317,0.0,0.0115,11.8,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.8,0.278,0.116,626.17,52.9,34.72,14.64,18.02,14.85,37.47,1.335,633.89,318.6,572.71,478.27,455300000,2023-09-01,USD,29090000000,10410000000,,1850000000,19847000000,2036000000,,15134000000,2334000000,12800000000,915000000,,915000000,13314000000,8334000000,314000000,10963000000,0,74000000.0,1347000000,463000000.0,3633000000,,,3633000000,2571000000.0,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,,-27000000,,27000000,,67000000,,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000,0.0,0.18559962511062622
20240403,4,"['Sutrix Solutions Japan、「2024 Adobe Digital Experience Emerging Partner of the Year JAPAN」を受賞', '「Adobe Digital Experience Partner Awards 2024」において、年間を通じて最もビジネスが成長し、お客様の成功に貢献したパートナー企業を表彰。 Sutrix Solutions Japan合同会社（本社：東京都港区\u3000代表：築地 聡\u3000以下、Sutrix Japan）は、アドビ株式会社（本社：東京都品川区\u3000代表取締役社長：Claire Darley\u3000以下、アドビ）...\nThe post Sutrix Solutions Japan、「2024 Adobe Digital Exp…', '福島差別につながる画像、Japan Todayが使用の経緯を回答。魚に放射能標識、「福島の記事に関連」', 'Japan Todayの記事。魚に放射能標識を重ねた画像を使用している（現在は削除）【関連記事はこちら】複数メディアが「福島差別画像」を使用。魚に放射能マーク、画像検索で判明。取材に「中国・韓国からの見方を表現」\r\nインターネット上で画像の売買ができる「オンライン画像マーケットサイト」に、福島への差別や偏見を助長するイメージ画像が出回っている問題で、実際に同種の画像をダウンロードして使用していたメディアが新たに取材に応じた。\r\nメディアは、外国人向けに日本のニュースを配信する「Japan Today（ジャパントゥ…', 'Highly sensitive files mysteriously disappeared from EUROPOL headquarters', 'Serious security breach hits EU police agency A batch of highly sensitive files containing the personal information of top Europol executives mysteriously disappeared last summer The website Politico reported that the Europol has suffered a serious security b…', 'Scathing federal report rips Microsoft for shoddy security, insincerity in response to Chinese hack', 'BOSTON (AP) — In a scathing indictment of Microsoft corporate security and transparency, a Biden administration-appointed review board issued a report Tuesday saying “a cascade of errors” by the tech giant let state-backed Chinese cyber operators break into e…']",0,0,1,0.309857,2024-04-03,497.36,498.86,494.71,497.01,2520915,2024-04-02,5.33,2024-04-04 09:11:01,151.722,2024-02-01,310.326,2022-01-01,8.00279982052121,2024-02-01,3.9,2023-10-01,5761.525,2024-02-01,555127.0,223646073000,1079000000,47.63,1.852,,,4.48,43.76,0.241,0.368,0.157,0.324,19936000000,15441000000,10.48,-0.498,0.113,621.87,47.63,27.78,11.22,14.47,11.08,30.9,1.294,638.25,331.89,566.63,553.45,448000000,2024-03-01,USD,28751000000,10008000000,,2057000000,19754000000,1988000000,,14825000000,2022000000,12803000000,566000000,,566000000,13291000000,9537000000,300000000,12220000000,1497000000,,1616000000,451000000.0,2138000000,1497000000.0,,2138000000,,435000000,15460000000,30109000000,33809000000,0,453000000,2024-03-01,USD,4592000000,5182000000,590000000,42000000,907000000,1704000000,939000000,3685000000,,-27000000,,27000000,,70000000,,84000000,968000000,348000000,27000000,620000000,628000000,995000000,1079000000,620000000,0.0,0.0
20231231,2,"['Security Affairs newsletter Round 452 by Pierluigi Paganini – INTERNATIONAL EDITION', 'A new round of the weekly SecurityAffairs newsletter arrived! Every week the best security articles from Security Affairs are free for you in your email box. Enjoy a new round of the weekly SecurityAffairs newsletter, including the international press. INC RA…', 'Материнская плата Maxsun iCraft B760M WiFi формата microATX: модель топовой игровой серии производителя, основанная на бюджетном чипсете Intel B760', 'Материнская плата Maxsun iCraft B760M WiFi — интересный представитель топовой игровой серии iCraft, основанный при этом на бюджетном чипсете. На момент подготовки обзора стоимость платы составляла примерно 15 тысяч рублей. У нее 16 USB-портов, включая 7 USB 3…']",0,0,0,0.0,2023-12-29,596.09,600.75,592.94,596.6,1890231,2023-12-28,5.33,2024-01-01 10:11:01,141.027,2023-11-01,307.051,2022-01-01,8.00279982052121,2023-11-01,3.7,2023-07-01,5642.697,2023-11-01,625140.0,271631974000,1862000000,50.52,2.218,0.0,0.0115,97.45,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,648.57,50.52,33.22,14.0,16.44,13.8,34.41,1.335,633.89,318.6,587.14,494.05,455300000,2023-09-01,USD,29090000000,10410000000,,1850000000,19847000000,2036000000,,15134000000,2334000000,12800000000,915000000,,915000000,13314000000,8334000000,314000000,10963000000,0,74000000.0,1347000000,463000000.0,3633000000,,,3633000000,2571000000.0,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,,-27000000,,27000000,,67000000,,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000,0.0,0.0
20231202,1,"['ADOBE ALERT: Bragar Eagel & Squire, P.C. Reminds Investors that a Class Action Lawsuit Has Been Filed Against Adobe Inc. and Encourages Investors to Contact the Firm', 'NEW YORK, Dec. 01, 2023 (GLOBE NEWSWIRE) -- Bragar Eagel & Squire, P.C., a nationally recognized stockholder rights law firm, reminds investors that a class action lawsuit has been filed against Adobe Inc. (“Adobe” or the “Company”) (NASDAQ: ADBE) in the Unit…']",0,0,4,0.19662825,2023-12-01,609.24,615.2,603.18,612.47,2490500,2023-11-30,5.33,2023-12-03 10:11:01,146.836,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-07-01,5640.366,2023-10-01,608839.0,278857581000,1862000000,54.98,2.292,0.0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.14,0.26,0.103,561.83,54.98,34.36,14.88,17.82,14.7,37.09,1.324,628.6,318.6,556.52,467.72,455300000,2023-09-01,USD,29090000000,10410000000,,1850000000,19847000000,2036000000,,15134000000,2334000000,12800000000,915000000,,915000000,13314000000,8334000000,314000000,10963000000,0,74000000.0,1347000000,463000000.0,3633000000,,,3633000000,2571000000.0,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,,-27000000,,27000000,,67000000,,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000,0.4999706745147705,0.0
