alpha_news_amount,amount_news_ceo,analyst_target_price,beta,close,cpi,currency_exchange_rate,day_moving_average_200,day_moving_average_50,diluted_eps_ttm,eps,ev_to_ebitda,ev_to_revenue,forward_pe,high,low,market_capitalization,mean_price,news_sentiment_mean,open,pe_ratio,peg_ratio,price_change_1,price_change_3,price_to_book_ratio,price_to_sales_ratio_ttm,real_gdp,retail_sales,sentiment_ceo,sentiment_name,trailing_pe,volume,week_high_52,week_low_52,weekday,target
11,0,617.96,1.335,608.78,307.671,144.278,471.33,562.14,11.14,11.8,35.77,14.18,33.22,609.23,596.47,271222211000,603.3499999999999,0.1403438181818181,598.92,53.47,2.211,1.0027518545653316,0.9997638744474868,17.19,14.36,5640.366,608839.0,0.0,0.3749708533287048,53.47,2605210,628.6,318.6,3,0.5444600977873693
13,0,619.43,1.335,610.01,307.671,144.993,473.87,566.05,11.14,11.8,36.55,14.49,33.9,610.23,601.3,277177532000,606.635,0.1993491538461538,605.0,54.65,2.259,1.0054446009778737,1.0140582556730326,17.56,14.68,5640.366,608839.0,0.0,0.024607703089714,54.65,2499653,628.6,318.6,4,0.0
2,0,619.43,1.335,610.01,307.671,144.993,473.87,566.05,11.1,11.8,36.64,14.52,34.01,610.23,601.3,277737570000,606.635,0.2313319999999999,605.0,54.96,2.264,1.0,1.0082114382932628,17.61,14.71,5640.366,608839.0,0.0,0.0,54.96,2499653,628.6,318.6,5,0.0
4,0,619.43,1.335,610.01,307.671,146.146,475.19,568.16,11.1,11.8,36.64,14.52,34.01,610.23,601.3,277737570000,606.635,0.1288302499999999,605.0,54.96,2.264,1.0,1.0054446009778737,17.61,14.71,5640.366,608839.0,0.0,-0.0006980200608571,54.96,2499653,628.6,318.6,6,2.3778507669356186
15,0,619.43,1.335,625.2,307.671,145.386,475.19,568.16,11.1,11.8,36.64,14.52,34.01,627.8195,614.34,277737570000,621.0598749999999,0.2121297333333333,616.88,54.96,2.264,1.0237785076693562,1.0237785076693562,17.61,14.71,5640.366,608839.0,0.0,0.0,54.96,3270609,628.6,318.6,0,1.2949838371058897
10,0,577.21,1.335,633.66,307.051,145.801,475.19,568.16,11.13,11.8,37.56,14.89,34.84,633.89,623.0,284653552000,629.1025,0.1427747,625.86,56.17,2.32,1.012949838371059,1.0370362738714383,18.04,15.07,5640.366,608839.0,0.0,0.0,56.17,2968858,633.89,318.6,1,-0.4476575756732881
11,0,623.36,1.335,624.26,307.051,141.739,476.71,570.46,11.09,11.8,37.56,14.89,34.84,632.445,618.0301,288505397000,626.2862749999999,0.0996702727272727,630.41,57.14,2.32,0.9955234242432671,1.0323939024289728,18.04,15.07,5640.366,608839.0,0.0,0.0,57.14,5547007,633.89,318.6,2,-6.2289845007380995
22,6,626.17,1.335,584.64,307.051,141.636,478.27,572.71,11.8,11.8,37.47,14.85,34.72,593.16,578.3,284225569000,587.275,0.1504839090909091,593.0,52.9,2.317,0.937710154992619,0.9456012594598872,18.02,14.64,5640.366,625140.0,0.1855996251106262,0.0,52.9,11173250,633.89,318.6,3,-0.5942701460133648
6,0,579.86,1.335,584.68,307.051,142.167,479.77,575.06,11.82,16.07,37.47,14.85,34.72,591.66,578.2,283997078000,583.785,0.104045,580.6,49.46,2.317,0.9940572985398664,0.9279648387981291,18.02,14.64,5640.366,625140.0,0.0,-0.0043794363737106,49.46,8666491,633.89,318.6,4,0.0
2,0,638.62,1.335,584.68,307.051,142.167,481.07,576.38,11.81,16.07,37.47,14.85,34.72,591.66,578.2,266204807000,583.785,0.1968335,580.6,49.51,2.317,1.0,0.9321376234853622,18.02,14.64,5640.366,625140.0,0.0,0.0,49.51,8666491,633.89,318.6,5,0.0
3,0,638.62,1.335,584.68,307.051,142.572,482.33,577.75,11.81,16.07,33.71,13.52,32.68,591.66,578.2,266204807000,583.785,0.0935693333333333,580.6,49.51,2.181,1.0,0.9940572985398664,16.11,13.72,5640.366,625140.0,0.0,0.0,49.51,8666491,633.89,318.6,6,1.938372003391664
11,1,585.42,1.335,599.13,307.051,144.517,482.33,577.75,11.81,16.07,33.71,13.52,32.68,603.1337,586.62,266204807000,595.100925,0.164212909090909,591.52,49.51,2.181,1.0193837200339166,1.0193837200339166,16.11,13.72,5640.366,625140.0,0.0,0.1007300019264221,49.51,5452047,633.89,318.6,0,1.4712336399073767
5,7,591.59,1.335,604.64,307.051,143.399,482.33,577.75,11.8,16.07,34.56,13.86,33.44,612.705,598.08,272783884000,603.8562499999999,0.2380201999999999,600.0,50.77,2.226,1.0147123363990738,1.0343812362427949,16.51,14.05,5640.366,625140.0,0.0,1.65402889251709e-05,50.77,4117492,633.89,318.6,1,-0.5342745065568089
3,0,594.46,1.335,596.06,307.051,143.079,483.61,579.2,11.8,16.07,34.56,13.86,33.44,610.68,595.07,275292586000,600.63,0.2851036666666666,600.71,51.24,2.226,0.9946572549344319,1.0288548009969425,16.51,14.05,5640.366,625140.0,0.0,-3.5762786865234375e-07,51.24,2587339,633.89,318.6,2,0.1182341874365278
6,0,647.68,1.335,600.14,307.051,142.1,484.89,580.7,11.8,16.07,34.38,13.79,33.22,607.4006,594.82,271386116000,601.34015,0.2336015,603.0,50.51,2.211,1.0011823418743653,1.0104843140682398,16.43,13.98,5642.697,625140.0,0.0,0.0,50.51,3192763,633.89,318.6,3,-0.3305367186940744
2,0,647.68,1.335,598.75,307.051,142.441,486.15,581.97,11.82,16.07,34.38,13.79,33.22,601.86,596.0,273243750000,599.3525,0.0851984999999999,600.8,50.77,2.211,0.9966946328130593,0.9925416852106773,16.43,13.98,5642.697,625140.0,0.0,0.0,50.77,1660631,633.89,318.6,4,0.0
0,0,647.68,1.335,598.75,307.051,142.441,487.42,582.98,11.8,16.07,34.38,13.79,33.22,601.86,596.0,273243750000,599.3525,0.0,600.8,50.74,2.211,1.0,0.9978730666133893,16.43,13.98,5642.697,625140.0,0.0,-0.6256003081798553,50.74,1660631,633.89,318.6,5,0.0
1,0,647.68,1.335,598.75,307.051,142.361,487.42,582.98,11.8,16.07,34.38,13.79,33.22,601.86,596.0,273243750000,599.3525,0.366551,600.8,50.74,2.211,1.0,0.9966946328130593,16.43,13.98,5642.697,625140.0,0.0,0.1344347894191742,50.74,1660631,633.89,318.6,6,0.0
1,0,587.38,1.335,598.75,307.051,142.437,488.72,583.76,11.8,16.07,34.38,13.79,33.22,601.86,596.0,273243750000,599.3525,0.247887,600.8,50.74,2.211,1.0,1.0,16.43,13.98,5642.697,625140.0,0.0,-0.4371731451579502,50.74,1660631,633.89,318.6,0,-0.08509182826467176
0,0,587.38,1.335,598.26,307.051,142.536,488.72,583.76,11.8,16.07,34.38,13.79,33.22,601.69,596.5,272610869000,598.8425,0.0,598.92,50.74,2.211,0.9991490817173533,0.9991490817173533,16.43,13.98,5642.697,625140.0,0.0,0.3051242927710215,50.74,1595053,633.89,318.6,1,-0.3001623966234934
2,1,647.68,1.335,596.08,307.051,140.723,488.72,583.76,11.85,16.07,34.38,13.79,33.22,599.79,593.71,272387785000,597.045,0.2407085,598.6,50.49,2.211,0.9969983760337651,0.9961500118878289,16.43,13.98,5642.697,625140.0,0.0,0.12498140335083,50.49,1392322,633.89,318.6,2,-0.10677168387642766
4,0,648.06,1.335,595.52,307.051,141.764,490.07,584.75,11.8,16.07,34.38,13.79,33.22,599.04,593.6301,271395226000,596.407525,0.3127275,597.44,50.52,2.211,0.9989322831612357,0.9950864057462011,16.43,13.98,5642.697,625140.0,0.0,0.0,50.52,1702553,633.89,318.6,3,0.031434043358191666
3,0,648.57,1.335,596.6,307.051,141.027,491.43,585.65,11.79,16.07,34.35,13.78,33.22,600.75,592.94,271140258000,596.595,0.213113,596.09,50.51,2.214,1.000314340433582,0.996246926362107,16.41,13.97,5642.697,625140.0,0.0,-0.2339352965354919,50.51,1890231,633.89,318.6,4,0.0
1,1,648.57,1.335,596.6,307.051,141.027,492.74,586.36,11.81,16.07,34.41,13.8,33.22,600.75,592.94,271631974000,596.595,0.136497,596.09,50.52,2.218,1.0,0.9992462879682437,16.44,14.0,5642.697,625140.0,0.0,0.0,50.52,1890231,633.89,318.6,5,0.0
0,0,648.57,1.335,596.6,307.051,141.027,494.05,587.14,11.81,97.45,34.41,13.8,33.22,600.75,592.94,271631974000,596.595,0.0,596.09,50.52,2.218,1.0,1.000314340433582,16.44,14.0,5642.697,625140.0,0.0,0.0,50.52,1890231,633.89,318.6,6,0.0
1,0,648.57,1.335,596.6,307.051,141.606,494.05,587.14,11.81,16.07,34.41,13.8,33.22,600.75,592.94,271631974000,596.595,0.210577,596.09,50.52,2.218,1.0,1.0,16.44,14.0,5642.697,625140.0,0.0,0.0,50.52,1890231,633.89,318.6,0,-2.0786714605385614
0,0,648.57,1.335,580.07,307.051,142.643,494.05,587.14,11.81,16.07,34.41,13.8,33.22,590.44,576.755,271631974000,584.19375,0.0,589.51,50.52,2.218,0.9792132853946144,0.9792132853946144,16.44,14.0,5642.697,625140.0,0.0,-0.1248756274580955,50.52,2840192,633.89,318.6,1,-1.8362914700816413
4,1,648.57,1.335,571.79,307.051,143.917,494.05,587.14,11.83,16.07,33.45,13.41,32.36,577.305,570.19,264105869000,573.46625,0.0892082499999999,574.58,49.03,2.157,0.9816370852991836,0.961232075361007,15.99,13.61,5642.697,625140.0,0.0,0.0,49.03,2478008,633.89,318.6,2,-0.7086293221266304
2,1,650.35,1.33,567.05,307.051,145.272,495.19,587.62,11.83,16.07,32.95,13.21,31.85,572.91,566.66,260335976000,569.4024999999999,0.2185965,570.99,48.33,2.125,0.9929137067787337,0.9544205030213124,15.75,13.41,5642.697,625140.0,0.0,-0.2478598356246948,48.33,2092099,633.89,318.6,3,-0.7310294563160347
7,6,650.35,1.33,564.6,307.051,144.623,498.23,589.27,11.8,16.07,32.54,13.05,31.45,569.52,563.34,257062371000,565.24,0.265235,563.5,47.85,2.099,0.9926897054368397,0.9675557124669684,15.56,13.24,5642.697,625140.0,0.0,-0.1326724171638488,47.85,1917290,633.89,318.6,4,0.0
0,6,650.35,1.33,564.6,307.051,144.576,498.23,589.27,11.8,16.07,32.54,13.05,31.45,569.52,563.34,257062371000,565.24,0.0,563.5,47.85,2.099,1.0,0.9856552151063817,15.56,13.24,5642.697,625140.0,0.0,0.0,47.85,1917290,633.89,318.6,5,0.0
0,2,650.35,1.33,564.6,307.051,144.079,498.23,589.27,11.8,16.07,32.54,13.05,31.45,569.52,563.34,257062371000,565.24,0.0,563.5,47.85,2.099,1.0,0.9926897054368397,15.56,13.24,5642.697,625140.0,0.0,-0.9881899058818816,47.85,1917290,633.89,318.6,6,1.6293963626070385
3,3,650.35,1.33,580.55,307.051,144.546,498.23,589.27,11.84,16.07,33.47,13.42,32.36,581.51,567.87,264324415000,574.45,0.2188886666666666,567.87,49.03,2.159,1.0162939636260704,1.0162939636260704,16.0,13.62,5642.697,625140.0,0.0,0.6847425103187561,49.03,2829955,633.89,318.6,0,1.4017756114544255
0,0,650.35,1.33,586.2,307.051,144.854,498.23,589.27,11.84,16.07,33.47,13.42,32.36,588.2,577.28,264324415000,582.5025,0.0,578.33,49.03,2.159,1.0140177561145443,1.0305401245488643,16.0,13.62,5642.697,625140.0,0.0,0.4999956786632538,49.03,1926919,633.89,318.6,1,1.0957034519164965
